Date,Bike,Car,Lorry,speed_00,speed_10,speed_20,speed_30,speed_40,speed_50,speed_60
2020-07-03 06:00:00+00,122.3510596,716.8332667,80.6077569,96.44142343,253.3386645,223.1107557,96.44142343,18.71251499,7.197121152,1.43942423
2020-07-03 07:00:00+00,72.13114754,636.0655738,111.4754098,136.3934426,247.8688525,207.2131148,28.85245902,7.868852459,1.31147541,
2020-07-03 08:00:00+00,79.84435798,593.9299611,131.6731518,215.7198444,175.0972763,121.8677043,42.0233463,15.40856031,8.404669261,7.003891051
2020-07-03 18:00:00+00,59.8265896,404.4797688,36.41618497,39.01734104,127.4566474,179.4797688,46.82080925,2.601156069,2.601156069,1.300578035
2020-07-03 19:00:00+00,26.86567164,274.0298507,0,5.373134328,96.71641791,128.9552239,26.86567164,5.373134328,,
2020-07-03 20:00:00+00,0,0,0,,,,,,,
2020-07-03 21:00:00+00,0,0,0,,,,,,,
2020-07-03 22:00:00+00,0,0,0,,,,,,,
2020-07-03 23:00:00+00,0,0,0,,,,,,,
2020-07-04 00:00:00+00,0,0,0,,,,,,,
2020-07-04 01:00:00+00,0,0,0,,,,,,,
2020-07-04 02:00:00+00,0,0,0,,,,,,,
2020-07-04 03:00:00+00,0,91.13924051,45.56962025,,45.56962025,,45.56962025,,,
2020-07-04 04:00:00+00,13.98799011,110.6322854,41.96397033,6.358177323,36.87742847,31.79088661,20.34616743,3.814906394,3.814906394,3.814906394
2020-07-04 05:00:00+00,38.33865815,205.7507987,33.22683706,11.50159744,47.28434505,86.90095847,34.50479233,12.77955272,3.833865815,5.111821086
2020-07-04 06:00:00+00,73.30909091,428.0727273,27.49090909,36.65454545,144,167.5636364,66.76363636,2.618181818,2.618181818,1.309090909
2020-07-04 07:00:00+00,110.9166984,651.8067706,28.75618106,71.20578167,188.9691898,287.5618106,71.20578167,12.3240776,5.47736782,4.108025865
2020-07-04 08:00:00+00,62.46699359,468.5024519,54.31912486,205.0546963,85.55262165,97.77442475,52.96114674,12.22180309,12.22180309,1.357978121
2020-07-04 09:00:00+00,58.87445887,528.1385281,39.82683983,259.7402597,167.965368,70.995671,6.926406926,6.926406926,,8.658008658
2020-07-04 10:00:00+00,62.55688871,667.2734795,55.10964005,111.7087298,285.9743484,230.8647083,31.27844435,,2.978899462,
2020-07-04 11:00:00+00,39.26762758,610.0506428,54.69419556,35.06038177,200.5453837,270.6661473,74.32800935,18.23139852,5.609661083,2.804830541
2020-07-04 14:00:00+00,98.91640867,589.3188854,86.37770898,204.7987616,206.1919505,153.250774,22.29102167,1.393188854,,
2020-07-04 15:00:00+00,100.3533569,535.6890459,195.0530035,120.1413428,213.4275618,158.3038869,36.74911661,2.826855124,1.413427562,1.413427562
2020-07-04 20:00:00+00,0,0,0,,,,,,,
2020-07-05 00:00:00+00,0,0,0,,,,,,,
2020-07-05 01:00:00+00,0,0,0,,,,,,,
2020-07-05 02:00:00+00,0,0,0,,,,,,,
2020-07-05 03:00:00+00,0,31.85840708,0,,,31.85840708,,,,
2020-07-05 04:00:00+00,6.358177323,80.11303426,5.086541858,1.271635465,24.16107383,29.24761568,19.07453197,3.814906394,,
2020-07-05 05:00:00+00,28.00565771,175.6718529,3.818953324,10.18387553,47.10042433,45.82743989,52.19236209,10.18387553,2.545968883,2.545968883
2020-07-05 06:00:00+00,50.10706638,287.7944325,3.854389722,8.993576017,75.80299786,118.2012848,61.67023555,14.13276231,1.284796574,1.284796574
2020-07-05 10:00:00+00,36.15910004,540.9401366,20.24909602,88.2282041,173.5636802,209.7227802,56.40819606,4.339092005,2.892728003,1.446364002
2020-07-05 11:00:00+00,28.68525896,352.04636,10.43100326,18.2542557,104.3100326,148.6417965,56.06664252,9.127127852,11.73487867,1.303875407
2020-07-05 12:00:00+00,21.02803738,249.5327103,5.607476636,35.04672897,42.05607477,109.3457944,51.86915888,5.607476636,,
2020-07-05 13:00:00+00,36.16071429,317.4107143,0,36.16071429,60.26785714,92.41071429,76.33928571,36.16071429,12.05357143,4.017857143
2020-07-05 14:00:00+00,44.66165414,414.1353383,29.77443609,97.44360902,98.79699248,147.518797,56.84210526,9.473684211,2.706766917,
2020-07-05 15:00:00+00,52.59515571,365.3979239,84.42906574,33.21799308,123.183391,150.8650519,51.21107266,2.76816609,1.384083045,
2020-07-05 16:00:00+00,58.23148814,439.9712437,91.87634795,32.35082674,147.5197699,201.8691589,45.29115744,,1.29403307,2.588066139
2020-07-05 17:00:00+00,53.98072117,365.0124955,83.54159229,21.84933952,111.8172081,185.0767583,43.69867904,1.285255266,,
2020-07-05 20:00:00+00,0,0,0,,,,,,,
2020-07-05 21:00:00+00,0,0,0,,,,,,,
2020-07-05 22:00:00+00,0,0,0,,,,,,,
2020-07-05 23:00:00+00,0,0,0,,,,,,,
2020-07-06 00:00:00+00,0,0,0,,,,,,,
2020-07-06 01:00:00+00,0,0,0,,,,,,,
2020-07-06 02:00:00+00,0,0,0,,,,,,,
2020-07-06 03:00:00+00,0,61.36363636,0,,,20.45454545,20.45454545,,20.45454545,
2020-07-06 06:00:00+00,120.3190277,710.9760729,36.91606532,73.83213065,235.1690087,263.881504,91.60653247,24.61071022,8.203570072,1.367261679
2020-07-06 07:00:00+00,137.9640719,694.1317365,45.98802395,172.4550898,228.502994,215.5688623,43.11377246,10.05988024,4.311377246,5.748502994
2020-07-06 16:00:00+00,130.3584492,628.0907096,140.8924653,142.2092173,287.0519386,172.4945135,18.43452816,2.633504023,,1.316752012
2020-07-06 17:00:00+00,79.54383464,517.0349252,94.93941554,50.03563792,192.4447612,220.6699929,39.77191732,3.848895225,2.56593015,1.282965075
2020-07-06 18:00:00+00,55.68345324,349.6402878,53.09352518,27.1942446,112.6618705,159.2805755,34.96402878,6.474820144,3.884892086,1.294964029
2020-07-06 19:00:00+00,57.14285714,206.5934066,17.58241758,13.18681319,105.4945055,61.53846154,17.58241758,4.395604396,,
2020-07-06 20:00:00+00,0,0,0,,,,,,,
2020-07-06 21:00:00+00,0,0,0,,,,,,,
2020-07-06 22:00:00+00,0,0,0,,,,,,,
2020-07-06 23:00:00+00,0,0,0,,,,,,,
2020-07-07 00:00:00+00,0,0,0,,,,,,,
2020-07-07 01:00:00+00,0,0,0,,,,,,,
2020-07-07 02:00:00+00,0,0,0,,,,,,,
2020-07-07 03:00:00+00,0,0,0,,,,,,,
2020-07-07 04:00:00+00,27.82480677,257.0482149,58.29959514,18.54987118,64.92454914,90.09937431,55.64961354,11.92491719,5.299963195,1.324990799
2020-07-07 05:00:00+00,120.3969129,550.3858875,76.73649394,34.39911797,134.9503859,231.5325248,109.8125689,17.19955899,5.292171996,6.615214994
2020-07-07 06:00:00+00,112.7121841,711.5805356,73.33081856,80.12070917,230.8562806,279.743493,85.55262165,13.57978121,8.147868729,6.789890607
2020-07-07 07:00:00+00,142.2704378,605.3467648,41.84424642,160.4029446,221.774506,154.8237117,43.23905463,8.368849283,5.579232855,1.394808214
2020-07-07 08:00:00+00,58.69565217,406.9565217,63.91304348,165.6521739,104.3478261,92.60869565,24.7826087,6.52173913,1.304347826,2.608695652
2020-07-07 09:00:00+00,66.27393225,519.5876289,92.78350515,286.3033873,174.9631811,38.43888071,9.278350515,7.95287187,1.325478645,
2020-07-07 10:00:00+00,73.88059701,631.3432836,96.71641791,163.880597,244.4776119,169.2537313,33.58208955,8.059701493,5.373134328,4.029850746
2020-07-07 12:00:00+00,49.65517241,487.2413793,43.44827586,136.5517241,80.68965517,198.6206897,43.44827586,9.310344828,6.206896552,
2020-07-07 13:00:00+00,77.91044776,538.6567164,28.20895522,190.7462687,171.9402985,122.238806,25.52238806,13.43283582,4.029850746,2.686567164
2020-07-07 22:00:00+00,0,0,0,,,,,,,
2020-07-07 23:00:00+00,0,0,0,,,,,,,
2020-07-08 00:00:00+00,0,0,0,,,,,,,
2020-07-08 01:00:00+00,0,0,0,,,,,,,
2020-07-08 02:00:00+00,0,0,0,,,,,,,
2020-07-08 03:00:00+00,41.37931034,206.8965517,0,,82.75862069,82.75862069,,,,41.37931034
2020-07-08 04:00:00+00,30.9234073,228.0601288,43.80816034,21.90408017,64.42376521,78.59699356,43.80816034,6.442376521,5.153901217,
2020-07-08 05:00:00+00,97.33284618,541.9071977,78.91852393,46.03580563,152.5758129,230.1790281,93.38691999,6.576543661,2.630617464,5.261234929
2020-07-08 06:00:00+00,86.71096346,683.2225914,61.29568106,74.75083056,222.7574751,245.1827243,89.70099668,22.42524917,4.485049834,4.485049834
2020-07-08 07:00:00+00,100.3095975,688.2352941,90.55727554,157.4303406,247.9876161,214.5510836,44.58204334,9.752321981,6.965944272,
2020-07-08 08:00:00+00,55.77277757,427.5912947,70.3799336,183.253412,90.29878274,107.5617853,29.21431206,5.311693102,1.327923276,1.327923276
2020-07-08 09:00:00+00,51.35135135,472.972973,93.24324324,237.8378378,186.4864865,32.43243243,9.459459459,1.351351351,1.351351351,1.351351351
2020-07-08 10:00:00+00,45.40059347,615.578635,77.44807122,134.8664688,247.0326409,174.925816,32.04747774,8.011869436,9.347181009,4.005934718
2020-07-08 11:00:00+00,50.56179775,691.9743178,83.78812199,83.78812199,286.035313,236.918138,41.894061,13.00160514,10.11235955,8.667736758
2020-07-08 12:00:00+00,58.29145729,552.7638191,36.18090452,176.8844221,110.5527638,205.0251256,32.16080402,14.07035176,8.040201005,
2020-07-08 13:00:00+00,107.3783359,668.7598116,88.5400314,180.8477237,212.8728414,177.0800628,47.09576138,15.07064364,13.18681319,9.419152276
2020-07-08 14:00:00+00,109.5394737,698.6842105,113.9802632,307.8947368,238.3223684,111.0197368,16.28289474,7.401315789,8.881578947,
2020-07-08 15:00:00+00,160.8540925,572.2419929,143.772242,220.6405694,233.4519573,92.52669039,18.50533808,1.423487544,2.846975089,
2020-07-02 01:00:00+00,0,0,0,,,,,,,
2020-07-02 04:00:00+00,42.90998767,258.9395808,59.18618989,26.63378545,68.06411837,100.6165228,48.82860666,2.959309494,7.398273736,1.479654747
2020-07-02 05:00:00+00,127.4217586,641.1326379,71.08792846,59.01639344,158.271237,248.1371088,142.1758569,21.46050671,1.341281669,1.341281669
2020-07-02 06:00:00+00,142.9349942,744.1027637,44.84235111,152.7442585,217.2051382,266.2514597,79.87543791,11.21058778,2.802646944,8.407940833
2020-07-02 07:00:00+00,126.3157895,627.3684211,60.35087719,155.7894737,218.9473684,189.4736842,43.50877193,4.210526316,4.210526316,2.807017544
2020-07-02 08:00:00+00,59.55882353,403.6764706,71.47058824,189.2647059,72.79411765,93.97058824,30.44117647,1.323529412,3.970588235,3.970588235
2020-07-02 09:00:00+00,101.3497879,617.8172002,72.19436946,347.0883147,166.6023911,59.69919013,13.88353259,13.88353259,2.776706518,5.553413035
2020-07-02 10:00:00+00,140.6779661,774.5762712,50.84745763,179.6610169,266.1016949,237.2881356,50.84745763,16.94915254,8.474576271,3.389830508
2020-07-02 11:00:00+00,98.2729805,655.821727,84.23398329,94.26183844,208.5793872,254.7075209,66.18384401,10.02785515,,12.03342618
2020-07-03 09:00:00+00,94.27880741,723.7711523,104.4319098,277.0346495,263.9806608,101.5310234,36.26107977,8.702659146,17.40531829,2.900886382
2020-07-03 10:00:00+00,116.5743502,779.2074989,102.769493,248.4874308,296.0374947,144.1840648,47.55006391,18.40647635,7.669365147,3.067746059
2020-07-03 11:00:00+00,72.94216969,724.8628113,56.2262558,220.3461376,237.0620515,156.5217391,53.18699873,18.23554242,6.078514141,12.15702828
2020-07-03 12:00:00+00,72.33065442,727.4397245,68.19747417,314.1216992,208.7256028,136.3949483,22.73249139,12.39954076,10.33295063,8.266360505
2020-07-03 13:00:00+00,103.3492823,576.076555,70.81339713,223.923445,220.0956938,74.64114833,21.05263158,11.48325359,9.56937799,3.827751196
2020-07-03 14:00:00+00,167.1428571,535.7142857,107.1428571,232.8571429,194.2857143,87.14285714,12.85714286,4.285714286,2.857142857,
2020-07-03 15:00:00+00,138.7068202,513.3746678,110.0088574,189.7254207,240.7440213,62.1789194,12.75465013,1.594331267,1.594331267,
2020-07-03 16:00:00+00,73.46938776,669.0962099,111.516035,173.1778426,325.3644315,128.5714286,20.99125364,10.49562682,1.311953353,5.247813411
2020-07-03 17:00:00+00,66.7903525,650.5380334,78.81261596,70.79777365,236.4378479,265.825603,60.11131725,5.3432282,4.00742115,2.6716141
2020-07-04 12:00:00+00,26.82563338,498.9567809,32.19076006,107.3025335,96.57228018,219.9701937,42.92101341,5.365126677,8.047690015,8.047690015
2020-07-04 13:00:00+00,63.63234644,550.4197967,19.08970393,182.942996,143.1727795,151.1268228,52.49668582,12.72646929,3.181617322,
2020-07-04 16:00:00+00,92.47952345,443.633656,174.2367833,89.79895756,210.4244229,120.6254654,16.08339538,4.020848846,1.340282949,
2020-07-04 17:00:00+00,58.63192182,512.0521173,92.50814332,71.66123779,224.1042345,188.9250814,16.93811075,5.211726384,2.605863192,1.302931596
2020-07-08 18:00:00+00,70.51142546,381.2840044,53.53645267,37.86724701,101.8498368,194.5593036,40.47878128,2.611534276,1.305767138,1.305767138
2020-07-04 18:00:00+00,61.10509209,399.1332611,42.9035753,35.10292524,123.5102925,200.2166847,29.90249187,3.900325027,,1.300108342
2020-07-04 19:00:00+00,12.94964029,336.6906475,4.316546763,25.89928058,146.7625899,129.4964029,34.5323741,,,
2020-07-04 21:00:00+00,0,0,0,,,,,,,
2020-07-04 22:00:00+00,0,0,0,,,,,,,
2020-07-04 23:00:00+00,0,0,0,,,,,,,
2020-07-05 07:00:00+00,88.61131521,407.3475386,2.645113887,34.38648053,141.5135929,142.8361499,64.80529023,13.22556943,2.645113887,2.645113887
2020-07-05 08:00:00+00,53.05821665,331.6138541,15.917465,106.1164333,54.38467207,126.0132646,30.50847458,6.632277082,2.652910833,1.326455416
2020-07-05 09:00:00+00,50.7909363,424.7969218,21.54766994,118.5121847,166.2248824,106.1992304,15.39119282,4.617357845,7.695596409,1.539119282
2020-07-05 18:00:00+00,50.70422535,305.5596738,33.35804299,12.00889548,104.0770941,150.7783543,29.35507784,4.002965159,1.33432172,
2020-07-05 19:00:00+00,61.69354839,225,18.14516129,3.629032258,72.58064516,119.7580645,29.03225806,,,
2020-07-06 04:00:00+00,30.43325114,199.0841846,36.7735118,12.68052131,44.38182459,77.35117999,49.45403311,7.608312786,,1.268052131
2020-07-06 05:00:00+00,100.7462687,636.7164179,45.67164179,44.32835821,151.7910448,261.9402985,128.9552239,25.52238806,5.373134328,8.059701493
2020-07-06 08:00:00+00,63.90532544,424.704142,65.23668639,186.3905325,78.55029586,125.147929,17.30769231,5.325443787,5.325443787,1.331360947
2020-07-06 09:00:00+00,58.16876122,515.7630162,54.29084381,197.7737882,202.9443447,96.94793537,14.21903052,2.585278276,,
2020-07-06 10:00:00+00,68.87417219,692.7152318,86.09271523,91.39072848,288.7417219,239.7350993,56.95364238,6.622516556,5.298013245,1.324503311
2020-07-06 11:00:00+00,44.73786408,605.3592233,76.89320388,76.89320388,180.3495146,260.038835,68.50485437,,5.59223301,2.796116505
2020-07-06 12:00:00+00,53.66726297,577.4597496,60.10733453,152.4150268,107.3345259,216.8157424,77.28085868,15.02683363,4.293381038,
2020-07-06 13:00:00+00,53.04381543,506.7080264,44.66847615,195.4245832,178.6739046,86.54517255,25.12601784,9.771229159,2.79177976,2.79177976
2020-07-06 14:00:00+00,154.3453071,575.6662804,125.1448436,266.9756663,241.9466976,41.71494786,25.02896871,,,
2020-07-06 15:00:00+00,75.65098218,542.7135678,208.8624943,177.6153495,246.6879854,90.45226131,19.73503883,1.644586569,3.289173138,1.644586569
2020-07-07 11:00:00+00,34.79789104,640.5975395,74.34094903,75.92267135,259.4024605,208.7873462,64.85061511,15.8172232,6.326889279,1.58172232
2020-07-07 14:00:00+00,114.0142518,568.6460808,99.76247031,252.2565321,219.4774347,76.95961995,17.10213777,1.425178147,,
2020-07-07 15:00:00+00,114.6407767,483.7281553,197.1262136,191.5339806,198.5242718,72.69902913,12.58252427,1.398058252,1.398058252,4.194174757
2020-07-07 16:00:00+00,107.2847682,536.4238411,141.7218543,137.7483444,279.4701987,96.68874172,14.56953642,2.649006623,,1.324503311
2020-07-07 17:00:00+00,71.00073046,504.8940833,95.98246896,89.40832725,191.9649379,194.5945946,24.9817385,1.314828342,,
2020-07-07 18:00:00+00,60.59275521,412.2941822,38.19978046,31.61361142,151.481888,183.0954995,34.24807903,3.951701427,1.317233809,1.317233809
2020-07-07 19:00:00+00,67.83919598,271.3567839,13.5678392,31.65829146,94.97487437,117.5879397,18.09045226,,4.522613065,4.522613065
2020-07-07 20:00:00+00,0,0,0,,,,,,,
2020-07-07 21:00:00+00,0,0,0,,,,,,,
2020-07-08 16:00:00+00,116.9825919,555.6673114,157.3694391,199.1489362,214.4680851,110.0193424,18.10444874,5.570599613,2.785299807,1.392649903
2020-07-08 17:00:00+00,95.89345172,523.418424,105.2164262,99.88901221,211.7647059,174.472808,26.63706992,2.663706992,1.331853496,1.331853496
2020-07-08 19:00:00+00,60.95238095,285.7142857,19.04761905,11.42857143,99.04761905,121.9047619,41.9047619,7.619047619,,
2020-07-08 20:00:00+00,0,0,0,,,,,,,
2020-07-08 21:00:00+00,0,0,0,,,,,,,
2020-07-08 22:00:00+00,0,0,0,,,,,,,
2020-07-08 23:00:00+00,0,0,0,,,,,,,
2020-07-09 04:00:00+00,29.61439589,229.5115681,72.18508997,12.9562982,57.37789203,88.84318766,48.12339332,9.254498715,7.403598972,3.701799486
2020-07-09 14:00:00+00,93.4329532,622.8863547,82.10774676,281.7145104,213.7632717,100.5112072,9.909555643,2.831301612,5.662603225,
2020-07-09 15:00:00+00,95.3271028,528.5046729,186.4485981,176.635514,224.2990654,99.53271028,21.02803738,2.803738318,,
2020-07-09 16:00:00+00,117.5398633,519.3621868,179.0432802,142.1412301,251.4806378,103.8724374,13.66742597,1.366742597,2.733485194,1.366742597
2020-07-09 17:00:00+00,75.0274223,556.7824497,106.6179159,97.40402194,204.0219378,213.2358318,30.27422303,3.9488117,2.632541133,2.632541133
2020-07-09 18:00:00+00,53.28519856,380.7942238,38.98916968,32.49097473,124.765343,175.4512635,37.68953069,1.299638989,2.599277978,1.299638989
2020-07-09 19:00:00+00,55.81395349,323.7209302,22.3255814,22.3255814,128.372093,145.1162791,16.74418605,,,
2020-07-09 20:00:00+00,0,0,0,,,,,,,
2020-07-09 21:00:00+00,0,0,0,,,,,,,
2020-07-09 22:00:00+00,0,0,0,,,,,,,
2020-07-09 23:00:00+00,0,0,0,,,,,,,
2020-07-10 00:00:00+00,0,0,0,,,,,,,
2020-07-10 01:00:00+00,0,0,0,,,,,,,
2020-07-10 02:00:00+00,0,0,0,,,,,,,
2020-07-10 03:00:00+00,0,0,0,,,,,,,
2020-07-10 04:00:00+00,39.04881101,256.8210263,55.56946183,33.04130163,72.09011264,87.10888611,42.05256571,12.01501877,1.501877347,4.50563204
2020-07-10 05:00:00+00,74.72924188,539.3501805,95.84837545,24.36823105,118.5920578,237.1841155,121.8411552,17.8700361,6.498194946,4.873646209
2020-07-10 06:00:00+00,92.30769231,614.5054945,81.75824176,64.61538462,213.6263736,243.956044,75.16483516,11.86813187,3.956043956,1.318681319
2020-07-10 07:00:00+00,89.59881129,615.1560178,72.21396731,98.95988113,240.7132244,193.9078752,64.19019316,6.686478455,1.337295691,
2020-07-10 08:00:00+00,39.54595386,417.8689125,79.09190773,199.0479678,110.7286708,76.4555108,18.45477847,6.590992311,2.636396924,
2020-07-15 21:00:00+00,0,0,0,,,,,,,
2020-07-15 22:00:00+00,0,0,0,,,,,,,
2020-07-09 00:00:00+00,0,0,0,,,,,,,
2020-07-10 11:00:00+00,67.14285714,634.2857143,72.85714286,90,208.5714286,254.2857143,55.71428571,11.42857143,2.857142857,5.714285714
2020-07-10 20:00:00+00,0,0,0,,,,,,,
2020-07-10 21:00:00+00,0,0,0,,,,,,,
2020-07-10 22:00:00+00,0,0,0,,,,,,,
2020-07-10 23:00:00+00,0,0,0,,,,,,,
2020-07-11 00:00:00+00,0,0,0,,,,,,,
2020-07-11 01:00:00+00,0,0,0,,,,,,,
2020-07-11 02:00:00+00,0,0,0,,,,,,,
2020-07-11 03:00:00+00,0,0,0,,,,,,,
2020-07-11 04:00:00+00,14.27941825,117.40855,42.83825474,6.346408109,33.31864257,42.83825474,23.79903041,6.346408109,1.586602027,
2020-07-11 05:00:00+00,36.66787923,229.1742452,34.048745,18.33393961,56.31138596,62.85922154,65.47835577,10.47653692,7.857402692,2.619134231
2020-07-11 06:00:00+00,82.83418554,445.7268079,23.66691015,26.29656684,120.9642075,210.3725347,67.05624543,7.888970051,3.944485026,1.314828342
2020-07-11 07:00:00+00,103.2336791,566.6870043,28.55399634,72.48322148,204.2708969,197.6815131,65.89383771,6.589383771,4.392922514,
2020-07-11 08:00:00+00,48.61313869,362.6277372,69.6350365,174.7445255,89.34306569,72.26277372,21.02189781,1.313868613,1.313868613,1.313868613
2020-07-11 09:00:00+00,56.6203365,518.8002926,76.37161668,273.8844184,171.1777615,57.93708851,2.633504023,1.316752012,1.316752012,1.316752012
2020-07-11 10:00:00+00,77.44807122,630.2670623,60.08902077,117.5074184,255.0445104,221.6617211,24.03560831,1.335311573,2.670623145,2.670623145
2020-07-11 11:00:00+00,33.04268013,555.1170262,59.47682423,79.30243231,181.7347407,181.7347407,79.30243231,16.52134006,6.608536026,4.956402019
2020-07-11 12:00:00+00,33.11036789,418.3946488,24.08026756,117.3913043,75.25083612,174.5819398,51.17056856,,,
2020-07-11 13:00:00+00,45.2312964,544.8315248,20.55968018,139.8058252,191.2050257,170.6453455,30.83952027,6.167904055,2.055968018,
2020-07-11 14:00:00+00,70.96430474,632.9248801,67.12839638,222.4826851,186.0415557,189.877464,32.6052211,1.917954182,,
2020-07-15 23:00:00+00,0,0,0,,,,,,,
2020-07-12 02:00:00+00,0,0,0,,,,,,,
2020-07-12 03:00:00+00,0,0,0,,,,,,,
2020-07-12 04:00:00+00,11.2640801,128.4105131,9.01126408,4.50563204,47.30913642,45.0563204,27.03379224,4.50563204,,
2020-07-12 05:00:00+00,38.59899929,181.4152966,12.8663331,16.72623302,51.46533238,66.90493209,38.59899929,5.146533238,1.28663331,
2020-07-12 06:00:00+00,53.45211581,283.2962138,9.354120267,14.69933185,69.48775056,112.2494432,57.4610245,13.36302895,9.354120267,1.336302895
2020-07-12 07:00:00+00,44.60641399,453.9358601,32.79883382,40.67055394,120.6997085,215.1603499,59.03790087,10.49562682,1.311953353,2.623906706
2020-07-12 09:00:00+00,0,296.4705882,21.17647059,127.0588235,,84.70588235,42.35294118,42.35294118,,
2020-07-12 12:00:00+00,35.51569507,267.9820628,6.457399103,40.35874439,38.74439462,119.4618834,56.50224215,6.457399103,4.843049327,1.614349776
2020-07-12 13:00:00+00,0,500,0,,300,200,,,,
2020-07-12 14:00:00+00,21.04237701,385.7769118,22.79590843,91.18363371,101.7048222,120.9936678,63.12713103,7.01412567,1.753531417,
2020-07-12 15:00:00+00,41.06463878,424.3346008,69.80988593,28.74524715,94.4486692,225.8555133,60.22813688,13.68821293,,1.368821293
2020-07-12 16:00:00+00,58.86627907,465.6976744,62.79069767,26.1627907,134.7383721,234.1569767,60.1744186,5.23255814,1.308139535,1.308139535
2020-07-12 17:00:00+00,43.5742257,429.3342827,32.03987184,30.75827697,133.2858669,228.1238875,29.47668209,5.126379494,1.281594874,1.281594874
2020-07-12 18:00:00+00,33.8028169,340.6283857,20.80173348,19.50162514,98.80823402,175.5146262,36.40303359,2.600216685,1.300108342,
2020-07-12 19:00:00+00,26.31578947,194.7368421,5.263157895,15.78947368,52.63157895,115.7894737,10.52631579,,,
2020-07-12 20:00:00+00,0,0,0,,,,,,,
2020-07-12 21:00:00+00,0,0,0,,,,,,,
2020-07-12 22:00:00+00,0,0,0,,,,,,,
2020-07-12 23:00:00+00,0,0,0,,,,,,,
2020-07-13 00:00:00+00,0,0,0,,,,,,,
2020-07-13 01:00:00+00,0,0,0,,,,,,,
2020-07-13 02:00:00+00,0,0,0,,,,,,,
2020-07-13 03:00:00+00,0,0,0,,,,,,,
2020-07-13 04:00:00+00,34.3792633,203.8199181,39.29058663,24.55661664,61.39154161,73.66984993,29.46793997,,2.455661664,4.911323329
2020-07-13 05:00:00+00,62.97376093,413.2653061,83.96501458,23.61516035,94.4606414,173.1778426,95.77259475,10.49562682,3.935860058,5.247813411
2020-07-13 08:00:00+00,50.25203567,580.69019,128.4218689,265.2190772,152.1519969,104.691741,29.31368748,13.9588988,2.79177976,2.79177976
